! note: initial lines of file can contain comments
!
            60 -- model for mesa/star, with cell boundary velocities (v), with angular velocities (omega), with convection velocities (conv_vel). cgs units. lnd=ln(density), lnT=ln(temperature), lnR=ln(radius), L=luminosity, dq=fraction of total mstar in cell; remaining cols are mass fractions.

                          M/Msun      1.2120676762883630D+01
                    model_number                            5819
                        star_age      1.5405478059032502D+07
                       initial_z      3.4000000000000024D-04
                        n_shells                            1993
                        net_name   'approx21.net'
                         species                              21
                            time      4.8616838716216894D+14

                lnd                        lnT                        lnR                          L                  dq                          v                      omega                   conv_vel                   neut                       h1                         prot                       he3                        he4                        c12                        n14                        o16                        ne20                       mg24                       si28                       s32                        ar36                       ca40                       ti44                       cr48                       cr56                       fe52                       fe54                       fe56                       ni56     
  285     4.9415651439385639D+00     1.8700710500253833D+01     2.3314831424844317D+01     1.7000143723773648D+39     6.6490032224289246D-04    -1.3302282236902669D+06     3.8637008096093623D-03     9.1457794624825456D-03     1.0301331472236281D-99     6.0587888112408876D-46     1.0301331474603276D-99     2.6567648881148193D-73     3.2971979953494074D-02     2.8255513231870565D-01     1.1294518305296603D-08     6.8237236426686322D-01     2.0006140700933920D-03     6.9147210955727418D-05     8.2791787076185929D-06     5.0166224737022666D-06     9.8101760582364381D-07     7.5916633275853637D-07     3.8120995196819432D-22     1.9075480196563244D-40     1.0301331473419776D-99     6.1158363845449157D-61     9.0369158723155678D-07     1.4811208662414205D-05     4.0791894734349112D-97 
  286     4.9627146472015910D+00     1.8707393660629556D+01     2.3310979689957362D+01     1.7060187374513777D+39     3.0250379659898389D-04    -1.3197919846993446D+06     3.8661710741385778D-03     1.0043749306348050D-02     1.0301331472216312D-99     1.5655388818718735D-45     1.0301331474623254D-99     3.3266218073548472D-72     3.2763568708230401D-02     2.8212842406395669D-01     1.1195516265205827D-08     6.8299714119531431D-01     2.0107625218347191D-03     6.9341414346976701D-05     8.2791941361894423D-06     5.0166224760636612D-06     9.8101760583060055D-07     7.5916633275854019D-07     3.8442347964357757D-22     1.9368450595692170D-40     1.0301331473419785D-99     6.2528776324225390D-61     9.0369158723155802D-07     1.4811208662414228D-05     6.0004749293387309D-97 
  287     4.9820765188514455D+00     1.8713585915309892D+01     2.3309249539936742D+01     1.7032051563560162D+39     6.0703436078170964D-04    -1.3151504632289283D+06     3.8672912649878155D-03     5.0562477964215917D-03     1.0301331472197516D-99     4.3815151934101086D-46     1.0301331474642059D-99     6.1655179364005272D-72     3.2572547112291698D-02     2.8173692297340036D-01     1.1104403124885540D-08     6.8357009245532154D-01     2.0201539361948994D-03     6.9521503329084932D-05     8.2792083927859092D-06     5.0166224782424944D-06     9.8101760583699348D-07     7.5916633275854366D-07     3.8739968360703311D-22     1.9641594833833517D-40     1.0301331473419796D-99     6.3814892098589597D-61     9.0369158723155962D-07     1.4811208662414252D-05     8.6498492936924336D-97 
  288     5.0052036324646484D+00     1.8720894205280938D+01     2.3305817765651748D+01     1.7038267424274091D+39     4.8724890269219676D-04    -1.3060328073345683D+06     3.8695433966649837D-03     8.6594157278637098D-03     1.0301331472174577D-99     3.6524612068382831D-51     1.0301331474664967D-99     2.7890111507234625D-70     3.2343380047746230D-02     2.8126679511150442D-01     1.0994604224477055D-08     6.8425779997839644D-01     2.0315229950701612D-03     6.9739940381396436D-05     8.2792256277122220D-06     5.0166224808733934D-06     9.8101760584477180D-07     7.5916633275854232D-07     3.9100536631133717D-22     1.9974584263095614D-40     1.0301331473419770D-99     6.5392517655263802D-61     9.0369158723155589D-07     1.4811208662414192D-05     1.3245455769069660D-96 
  289     5.0253461030302828D+00     1.8727311070731911D+01     2.3303101211751218D+01     1.7086120318442792D+39     4.8724890269218983D-04    -1.2989085814594472D+06     3.8713622293139980D-03     7.1958438722187292D-03     1.0301331472153745D-99     1.2994879679340716D-49     1.0301331474685739D-99     1.0861339092399131D-72     3.2139231001525714D-02     2.8084757323267730D-01     1.0896217802365417D-08     6.8487074976627413D-01     2.0417473701228163D-03     6.9936785405711372D-05     8.2792411050314846D-06     5.0166224832325703D-06     9.8101760585172126D-07     7.5916633275854454D-07     3.9425062518802258D-22     2.0276253529441738D-40     1.0301331473419743D-99     6.6831010832940318D-61     9.0369158723155607D-07     1.4811208662414195D-05     1.9218710903292352D-96 
  290     5.0500958605037595D+00     1.8735174223110231D+01     2.3300417173118281D+01     1.7037366084854084D+39     7.3087335403811293D-04    -1.2919561958130667D+06     3.8731689817755587D-03     8.1531738171874206D-03     1.0301331472127457D-99     4.3991312242838924D-47     1.0301331474712009D-99     1.9662092495415121D-72     3.1887820287958170D-02     2.8033070191265085D-01     1.0774089695225950D-08     6.8562605507881730D-01     2.0544785049789160D-03     7.0182474485501593D-05     8.2792603448769561D-06     5.0166224861608554D-06     9.8101760586037478D-07     7.5916633275854659D-07     3.9829536131951876D-22     2.0655108687820562D-40     1.0301331473419732D-99     6.8651160308989780D-61     9.0369158723155500D-07     1.4811208662414172D-05     3.0490369682210429D-96 
  291     5.0792204059457075D+00     1.8744426993837162D+01     2.3296450168409359D+01     1.7096241325466607D+39     7.3087335403824473D-04    -1.2818480618043699D+06     3.8758859513959770D-03     8.3143511187648790D-03     1.0301331472094426D-99     5.3757203254243339D-47     1.0301331474745110D-99     4.9435463293547030D-72     3.1579349562698522D-02     2.7969571552464174D-01     1.0622682710732527D-08     6.8655339447496315D-01     2.0702904080695647D-03     7.0488416069173700D-05     8.2792841968946220D-06     5.0166224897847593D-06     9.8101760587111783D-07     7.5916633275855396D-07     4.0332415338391056D-22     2.1130091784891869D-40     1.0301331473419774D-99     7.0952010668896896D-61     9.0369158723155891D-07     1.4811208662414236D-05     5.2380530247392265D-96 
  292     5.1077010857293396D+00     1.8753475669173715D+01     2.3292551302218993D+01     1.7112881820063147D+39     7.3087335403818922D-04    -1.2721261773518066D+06     3.8786028470339424D-03     9.7740538908644811D-03     1.0301331472061094D-99     1.5072906368191119D-46     1.0301331476916884D-99     6.7548479704340538D-72     3.1277779575931003D-02     2.7907403925880696D-01     1.0472383913696161D-08     6.8746066305201685D-01     2.0859640431927171D-03     7.0792583194931300D-05     8.2793077916588249D-06     5.0166224933626395D-06     9.8101760588173796D-07     7.5916633275855893D-07     4.0831497741939815D-22     2.1605972877085339D-40     1.0301331473419794D-99     7.3278739588074666D-61     9.0369158723156015D-07     1.4811208662414260D-05     8.8051608487717238D-96 
  293     5.1355560404683711D+00     1.8762332939544760D+01     2.3288717703415420D+01     1.7135764762440988D+39     7.3087335403811293D-04    -1.2627888753732892D+06     3.8813072973181007D-03     7.7919499709837030D-03     1.0301331537888780D-99     1.3911659240523457D-49     1.0306686143925778D-99     3.0393313696550050D-71     3.0973280975981118D-02     2.7844543174127127D-01     1.0317709285694021D-08     6.8837741233807978D-01     2.1020087210887798D-03     7.1104867288079889D-05     8.2793318960477435D-06     5.0166224970103057D-06     9.8101760589257782D-07     7.5916633275856257D-07     4.1343011857840616D-22     2.2098298464366936D-40     1.0301331473419779D-99     7.5708073733253042D-61     9.0369158723156015D-07     1.4811208662414259D-05     1.4739614757907890D-95 
  294     5.1583591594560473D+00     1.8769576936478379D+01     2.3284946643111363D+01     1.7182911194441309D+39     4.8724890269191574D-04    -1.2538340088351005D+06     3.8840050732017839D-03     1.0547386737592685D-02     1.0393202848304698D-99     2.2709175313549412D-52     7.4796214506841849D-97     1.5090376655096415D-70     3.0724138480787006D-02     2.7793043944861466D-01     1.0188652964691717D-08     6.8912799549907228D-01     2.1153010542231824D-03     7.1364270132083129D-05     8.2793518291130219D-06     5.0166225000214312D-06     9.8101760590155713D-07     7.5916633275856533D-07     4.1767247168754488D-22     2.2510088899591575D-40     1.0301331473419805D-99     7.7756888468638338D-61     9.0369158723156015D-07     1.4811208662414259D-05     2.2186683506191449D-95 
  295     5.1763024597642139D+00     1.8775274349067149D+01     2.3282466122705822D+01     1.7152348228286009D+39     4.8724890269206140D-04    -1.2480768430564399D+06     3.8857933764986626D-03     5.8786192073209990D-03     1.0731382326000205D-95     2.4325093585125903D-47     8.7240820081924379D-91     1.9460128442635966D-70     3.0522443091847648D-02     2.7751305909758907D-01     1.0082103139819633D-08     6.8973598074074500D-01     2.1261788702220134D-03     7.1577042686234779D-05     8.2793681157689427D-06     5.0166225024777606D-06     9.8101760590884961D-07     7.5916633275856399D-07     4.2114756250637537D-22     2.2849882753485801D-40     1.0301331473419763D-99     7.9459612438228344D-61     9.0369158723155624D-07     1.4811208662414198D-05     7.4207360139300355D-95 
  296     5.1939658480082444D+00     1.8780902377423803D+01     2.3280011611415196D+01     1.7187087322345709D+39     4.8724890269217242D-04    -1.2424881137549528D+06     3.8875658812568193D-03     9.1058212508011582D-03     7.6448972152621346D-90     9.0447808204506685D-48     6.2155963404078820D-85     1.1999963557600883D-70     3.0323337514822856D-02     2.7710066856673543D-01     9.9750075310569421D-09     6.9033643238849862D-01     2.1370111454141191D-03     7.1789318514130728D-05     8.2793843137796443D-06     5.0166225049177084D-06     9.8101760591616038D-07     7.5916633275856915D-07     4.2461081864015701D-22     2.3190523352391134D-40     1.0301331473419748D-99     8.1176416855385440D-61     9.0369158723155855D-07     1.4811208662414236D-05     3.0836509152876363D-89 
  297     5.2114145573140344D+00     1.8786450415998904D+01     2.3277582343356688D+01     1.7182821655201734D+39     4.8724890269200589D-04    -1.2370669441467021D+06     3.8893309455871794D-03     6.7270820926024965D-03     6.3896840487388688D-84     1.8770423286014379D-50     5.1951314688153278D-79     8.1419575870067308D-71     3.0123946878447367D-02     2.7668728864330334D-01     9.8653187630100500D-09     6.9093803746959219D-01     2.1479616932152412D-03     7.2004342760564101D-05     8.2794006664552881D-06     5.0166225073774146D-06     9.8101760592348608D-07     7.5916633275857430D-07     4.2811487291541423D-22     2.3537376179235649D-40     1.0301331473419823D-99     8.2935379841247591D-61     9.0369158723156122D-07     1.4811208662414278D-05     2.5774129844445918D-83 
  298     5.2286502074575702D+00     1.8791921413671005D+01     2.3275177722676052D+01     1.7180309608818609D+39     4.8724890269199203D-04    -1.2318127990311062D+06     3.8910898039475974D-03     8.5682937667779484D-03     3.8594669169776949D-78     4.3087049373261825D-45     3.1379887084798974D-73     9.3076168807294035D-71     2.9927075761008005D-02     2.7627874430997323D-01     9.7544302310652799D-09     6.9153232501242083D-01     2.1588749789299654D-03     7.2219059597398862D-05     8.2794169418005338D-06     5.0166225098221719D-06     9.8101760593081355D-07     7.5916633275857563D-07     4.3160996339649599D-22     2.3885518318364535D-40     1.0301331473419779D-99     8.4711675217325943D-61     9.0369158723155997D-07     1.4811208662414263D-05     1.5568448831980443D-77 
  299     5.2456260542998114D+00     1.8797329577659446D+01     2.3272797166068790D+01     1.7216278247997371D+39     4.8724890269213085D-04    -1.2267250776563634D+06     3.8928349353092404D-03     8.6412873128694567D-03     2.0435283055603723D-72     1.4259627964088130D-50     1.6615473787024496D-67     2.2023173046085227D-70     2.9729559865411442D-02     2.7586850383033225D-01     9.6405236200675137D-09     6.9212882048594943D-01     2.1699183070552394D-03     7.2436730636294521D-05     8.2794333910006479D-06     5.0166225122900760D-06     9.8101760593822362D-07     7.5916633275857776D-07     4.3514947710765889D-22     2.4240123029400564D-40     1.0301331473419788D-99     8.6531086943358292D-61     9.0369158723156015D-07     1.4811208662414266D-05     8.2435494384104561D-72 
  300     5.2624017831925131D+00     1.8802664673160036D+01     2.3270439988104949D+01     1.7213708227762003D+39     4.8724890269183935D-04    -1.2218028443504060D+06     3.8945689333923896D-03     6.6883637704297456D-03     1.1702216598212291D-66     1.2162398223763077D-48     9.5150188948247347D-62     3.5540100530924840D-70     2.9532861618110599D-02     2.7545956096617620D-01     9.5238408377377510D-09     6.9272313813332164D-01     2.1810225517479979D-03     7.2656050191285652D-05     8.2794499083715233D-06     5.0166225147645802D-06     9.8101760594563245D-07     7.5916633275857607D-07     4.3871167588277932D-22     2.4599316299934912D-40     1.0301331473419768D-99     8.8385623548728595D-61     9.0369158723155589D-07     1.4811208662414195D-05     4.7208485268484059D-66 
  301     5.2790435790648491D+00     1.8807952008219094D+01     2.3268105653919572D+01     1.7215643036403662D+39     4.9130466668434342D-04    -1.2170454360842484D+06     3.8962939039698628D-03     5.0317777102283613D-03     7.5469816874795876D-61     1.7721884275650374D-46     6.1365794883671451D-56     6.5303547246248676D-70     2.9335976046570252D-02     2.7504984582801323D-01     9.4036885366551281D-09     6.9331829903353323D-01     2.1922404667738404D-03     7.2878048142099496D-05     8.2794665731640293D-06     5.0166225172575975D-06     9.8101760595310487D-07     7.5916633275858114D-07     4.4231341782329831D-22     2.4964747864775662D-40     1.0301331473419761D-99     9.0283852685624932D-61     9.0369158723155837D-07     1.4811208662414230D-05     3.0447219086037180D-60 
  302     5.2995834564995609D+00     1.8814495839721436D+01     2.3265774478691336D+01     1.7210907866389226D+39     7.3695700002655328D-04    -1.2124145343699523D+06     3.8980190235607267D-03     7.2891746456948345D-03     3.6950985805200762D-55     5.0734898876255751D-47     3.0046466878402307D-50     8.2076756608997900D-68     2.9089205119079043D-02     2.7453577994873730D-01     9.2476604019612320D-09     6.9406464677750454D-01     2.2064478861383221D-03     7.3159826523238944D-05     8.2794876482999484D-06     5.0166225204057441D-06     9.8101760596257872D-07     7.5916633275859046D-07     4.4687943008086588D-22     2.5431246358660484D-40     1.0301331473419812D-99     1.7635887161086920D-60     9.0369158723156441D-07     1.4811208662414330D-05     1.4908300290998164D-54 
  303     5.3238835912838249D+00     1.8822214968104448D+01     2.3262318950315039D+01     1.7238223626717448D+39     7.3695700002644919D-04    -1.2057771829348689D+06     3.9005888577874774D-03     6.1597030485941699D-03     3.0752644913569651D-49     9.7073511964560825D-50     2.5007373135063368D-44     6.5677969478647524D-62     2.8795592504419724D-02     2.7392337243240834D-01     9.0535903330597395D-09     6.9495321196907120D-01     2.2235626665272869D-03     7.3500154277972393D-05     8.2795129925774624D-06     5.0166225241844717D-06     9.8101760597396996D-07     7.5916633275858984D-07     4.5238620705283087D-22     2.5998547374092404D-40     1.0301331473419792D-99     6.9609775620972760D-55     9.0369158723155997D-07     1.4811208662414259D-05     1.2408517872464570D-48 
